Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Home_Loan_Ratio,Loan_Status
Graduate,Yes,7344.333152762297,896.8156187669065,130.53294708473612,300,1,Urban,62.6546348590524,1
Not Graduate,Yes,4589.010377256043,2820.553502887897,187.74391105091783,360,1,Semiurban,39.25723398910096,1
Graduate,No,4634.924030937473,2184.3090640781033,178.2602185418901,360,1,Semiurban,38.04097278516948,1
Not Graduate,Yes,4550.242705587679,1579.9722727058372,149.2351128058517,180,0,Semiurban,40.80414267878622,0
Graduate,No,7856.20488435951,95.32530653453631,128.16152291540288,180,0,Semiurban,61.5626853215572,0
Not Graduate,Yes,7438.9383730430945,3444.4121950550875,96.01401319119438,240,0,Rural,112.18328373499371,1
Graduate,No,8328.1703501722,772.3200355439428,206.80739755127794,360,0,Urban,43.792908688298894,1
Graduate,No,4761.432184399923,1408.7219906302944,173.68455601139672,300,0,Urban,35.321692517727016,0
Not Graduate,Yes,5443.436733120642,2358.344511076003,121.73323583707439,360,1,Semiurban,63.566980785492646,1
Graduate,Yes,2725.036175868813,803.4420713833134,178.78397990499565,300,0,Rural,19.626210572914793,0
Graduate,No,7215.401639177411,506.49022174685655,147.19105517701496,360,0,Semiurban,52.10767850799381,0
Not Graduate,No,3248.3306730980976,-123.94758270066487,138.51561980550628,300,1,Urban,22.394503889621987,0
Graduate,Yes,5325.163345643944,2720.9969529056357,167.4084611315841,360,1,Urban,47.77764872670382,1
Graduate,Yes,3354.046208550734,1454.8137552736782,120.34007000349101,360,0,Urban,39.631260833177855,0
Graduate,No,4116.699759891956,4927.27009247333,136.2497392195956,240,1,Semiurban,65.89425891655209,1
Not Graduate,Yes,3744.1063534254495,1005.6449343691266,154.85844256798183,180,1,Semiurban,30.474777044707384,1
Graduate,No,4088.1871089862734,1078.5489765710788,130.02195228459146,180,1,Rural,39.43412531615112,0
Not Graduate,No,4191.315945276532,1434.6070297145984,176.76340841070095,300,0,Rural,31.64837479934629,0
Graduate,Yes,4177.5968076123845,2243.134655138489,224.76266014713042,360,1,Urban,28.44018341459326,1
Graduate,Yes,6250.000867670461,1529.7966612146886,119.82807469571429,360,1,Urban,64.38733339480328,1
Graduate,Yes,3342.70581040622,2612.332214002512,83.39498814783822,180,0,Rural,70.56151265732798,0
Not Graduate,Yes,5330.8121405208,1021.4116100113456,69.93039330094953,300,1,Urban,89.5557384488253,1
Graduate,Yes,6826.938728458337,618.4082815364189,143.9812743402007,240,1,Rural,51.35385272255325,0
Graduate,No,4230.205453229906,201.78526059089253,123.4734163949527,240,0,Semiurban,35.605921667307214,0
Not Graduate,No,3923.1216638785972,-223.57416793719676,158.3144200426832,240,0,Urban,23.221673813018466,0
Graduate,Yes,4654.213062229624,1481.9309805249432,155.30390688104404,360,0,Urban,39.25777778174485,1
Not Graduate,Yes,6769.587812541065,1699.019687606778,85.87132613543615,300,1,Rural,97.48449663292718,1
Not Graduate,Yes,5291.161446430036,1368.5629725168167,77.40464682074376,180,0,Semiurban,84.94043005095035,0
Graduate,No,4203.178558088603,3243.405797187162,161.83732961384382,360,0,Urban,45.730204326825834,0
Not Graduate,Yes,5725.81497678206,3228.030209608135,155.41715338879828,360,1,Urban,57.243371282522126,1
Graduate,Yes,3346.561775245365,1665.197012555498,132.96728006533795,240,1,Rural,37.4103197837304,0
Not Graduate,No,6022.039265664422,206.078886808037,83.71425659470782,300,1,Semiurban,73.51912656530985,1
Not Graduate,No,5612.910961552651,1433.294891944947,168.85565051059962,300,1,Rural,41.4834939686501,1
Graduate,Yes,4538.287293291674,1400.1786060829384,200.87598181695773,240,1,Semiurban,29.41640628036206,1
Not Graduate,Yes,3742.1213023291534,1342.865037721942,161.11929760875688,240,0,Semiurban,31.36570670521107,0
Not Graduate,Yes,3669.9786165748137,1302.281096101755,116.10104437739741,240,0,Rural,42.46127555149545,0
Not Graduate,No,5802.226004518865,1346.5371042751929,151.78208662284607,360,0,Rural,46.79058433362879,0
Not Graduate,Yes,6843.470753733593,1613.4583841022402,95.3554367626526,360,1,Semiurban,87.76805359377231,1
Not Graduate,Yes,4044.0383794568074,1364.4589011844434,192.3184285535517,360,0,Rural,27.977142795483807,1
Graduate,Yes,5687.580055327227,2208.322508625592,153.27377338118154,180,1,Urban,51.181107396936,1
Not Graduate,No,1869.459472096897,2360.368715904861,79.27372352987072,180,1,Urban,52.692562422718474,0
Graduate,No,4123.073404014201,1089.3549128175102,137.9730255822527,300,0,Urban,37.506762877136026,0
Not Graduate,Yes,4953.411600693647,3271.065326007033,168.53206040936922,240,0,Urban,48.512811717388615,1
Graduate,Yes,3635.4748745272495,1019.9376981593862,136.6780951609791,240,1,Urban,33.813749146102936,0
Graduate,No,3595.2404378156066,382.1993861846629,138.96417114239304,360,1,Rural,28.417557090048472,0
Not Graduate,No,3998.330665296671,2380.778071365052,101.02391171810913,180,0,Semiurban,62.52562393693672,0
Not Graduate,No,5438.28909248956,1182.5918655856601,172.66163948326624,240,0,Rural,38.125178236113555,0
Not Graduate,No,4719.006472390438,2321.291470757388,124.06123199923451,300,1,Urban,56.29480719645333,1
Graduate,No,1642.6531500125418,-403.6686011005304,63.74218491979869,240,1,Urban,19.137206296742075,0
Not Graduate,No,1818.9497710474006,3392.4559414830674,135.14970517318426,360,1,Rural,38.277025322247226,0
Graduate,No,4089.7022332142374,2672.293408040402,189.2459886228141,360,1,Rural,35.5434334789635,0
Graduate,No,5686.529879080328,499.52345083699834,134.5228221360021,180,0,Semiurban,45.64584202437429,0
Graduate,No,878.742735912148,521.2228761537143,219.5193994049408,300,0,Urban,6.348491859870791,0
Not Graduate,Yes,4250.404735772554,3672.2659040975277,167.1587179419407,300,1,Rural,47.11424264429455,1
Not Graduate,Yes,4210.628215223868,1262.6200965020412,163.55032649121463,240,1,Semiurban,33.26185020980877,1
Graduate,Yes,7082.506667312672,1165.815151267376,144.86406936329564,300,0,Urban,56.54800290835439,1
Graduate,No,4422.4672824307045,-266.05209414928277,147.26855168942836,240,1,Urban,28.03301941592903,0
Not Graduate,Yes,5574.483477111393,1649.2217943984458,139.46305459521983,240,1,Urban,51.42779567429165,1
Graduate,No,5211.885710131195,1772.2803851642473,137.90922431669895,180,1,Rural,50.278634335846924,0
Not Graduate,No,1804.1502802891991,2715.4930967694854,171.23468648268596,300,1,Urban,26.24119141943586,1
Graduate,Yes,6152.310824947606,600.9215718155245,112.56675080837738,360,1,Urban,59.464872849606714,1
Not Graduate,No,5323.094758184432,479.7132077593904,106.96424685102961,240,1,Semiurban,53.74749637211482,0
Graduate,Yes,5762.402959511885,2450.962634776477,105.0721979649849,240,0,Rural,77.43184125400744,0
Not Graduate,Yes,10889.35655965449,3006.730071227065,231.82618190708615,240,1,Semiurban,59.684381357192294,1
Graduate,Yes,1873.8305907521174,428.8476488821169,171.2137160668232,300,0,Rural,13.371050182441554,0
Not Graduate,No,7587.0449746416625,3081.5140862997414,162.1796880672058,300,0,Urban,65.37920979814314,1
Not Graduate,Yes,4568.828720899467,2037.5418414868216,107.69941318826274,300,0,Semiurban,60.77650622588309,1
Graduate,No,5430.993356604514,3091.805339074646,174.93369202699313,240,1,Rural,48.443243573672774,0
Graduate,Yes,4931.731632048137,1929.7796384823835,145.33714614186684,360,1,Rural,46.88837695303019,1
Not Graduate,Yes,4363.645499902935,-522.2779174879504,158.56675764527,360,1,Urban,24.073733395991283,1
Graduate,Yes,4145.250607641862,1848.0326176839612,110.93518736545776,300,0,Urban,53.54244153590705,0
Not Graduate,No,5494.2631033595135,3060.14381867127,156.41075429670306,360,0,Semiurban,54.34448847063274,1
Graduate,No,2724.239454992481,1106.2539809162856,133.04665847174067,240,1,Semiurban,28.57582187859088,0
Not Graduate,No,6125.868751282648,1612.0350310925478,119.37555371879249,300,1,Rural,64.28135566837429,1
Not Graduate,Yes,4375.708392672119,1823.8664964490217,179.36425343228996,300,0,Semiurban,34.3725254375225,1
Not Graduate,Yes,3304.895991439463,-899.5138798684818,88.4916876587999,240,0,Urban,26.878274111243172,0
Not Graduate,No,4324.980713006279,3671.3475754374763,172.59105057256602,300,0,Semiurban,46.064173596904766,1
Not Graduate,No,6885.72382529386,1098.6243201028255,177.37944534211985,240,1,Semiurban,44.7604718698572,1
Not Graduate,No,4196.997369475665,2505.735432472799,114.81425297795037,300,0,Rural,57.874852443460334,0
Graduate,No,5537.680427314431,1913.2988638517913,117.18686155470131,360,0,Urban,63.0440574624924,0
Graduate,No,3903.56558642679,3257.61905635936,141.0789727493439,300,0,Rural,50.40284641851916,0
Graduate,No,6136.882774885429,2406.056122428081,161.28144841848882,300,1,Urban,52.642732614039254,1
Not Graduate,Yes,6028.261608185306,1765.0757284790254,143.88580032743099,300,1,Urban,53.78951780679664,1
Not Graduate,No,7772.913249944617,1106.4849074807198,167.34249840767518,180,1,Rural,52.74602813558161,0
Not Graduate,Yes,4736.654081751177,2797.850701382139,220.51918610149596,360,0,Semiurban,34.012876788384126,1
Not Graduate,Yes,6002.98220713686,126.55869604538327,129.69132923401145,240,0,Rural,46.900899540220415,0
Graduate,No,5147.101309308417,2645.8904202758927,81.39280117186318,180,0,Semiurban,94.583405573612,0
Graduate,No,6943.807672794522,900.9552484451273,183.03694332122612,360,0,Rural,42.626022686907255,0
Not Graduate,Yes,3921.7514185869045,3252.28366195664,217.3325830371012,300,1,Rural,32.85828885798719,1
Graduate,No,6117.507969315921,2161.2995426626953,165.710734522045,300,0,Semiurban,49.65971468912141,0
Graduate,No,4707.954055824977,2644.123767850109,106.49005298585328,240,0,Semiurban,68.39775048434194,0
Not Graduate,Yes,4903.717734337253,2081.9888138247193,145.04430547059195,240,1,Semiurban,47.832789684282766,1
Graduate,Yes,5137.628726672559,247.62290485900328,105.25906063153471,360,0,Rural,50.6803993892392,0
Not Graduate,Yes,5378.360594640016,1139.2708366046616,175.7142197585179,360,0,Semiurban,36.88232582613385,1
Graduate,No,4825.656435317063,2672.3893376113824,95.94838389206262,240,0,Semiurban,77.3405958089656,0
Not Graduate,Yes,5322.069774755789,2166.655817359844,137.994848526872,360,1,Semiurban,53.87772044420647,1
Not Graduate,No,7367.177086343277,3180.989905305672,109.82648694824374,240,0,Urban,95.1773107864997,1
Not Graduate,Yes,6478.174528422827,2403.274563037172,155.07298740539846,300,1,Semiurban,56.90574159633722,1
Not Graduate,Yes,6303.731888745345,1033.2981092973403,135.3463329144897,240,0,Semiurban,53.811714926312995,1
Graduate,Yes,4316.690710964194,1203.935862279366,157.07048413001056,180,1,Semiurban,34.92509435666009,0
Not Graduate,No,3666.1387576575135,2102.9173905232374,150.89402219865462,240,1,Urban,37.98079782649833,1
Not Graduate,No,6432.95083735663,-314.0440660001054,110.53363889103558,240,1,Urban,54.86153623423405,0
Not Graduate,Yes,6314.070188794692,3673.441885622985,175.07508254116087,180,0,Semiurban,56.723029347908486,1
Graduate,Yes,7209.006013626473,2441.746736377557,148.0493739262754,180,0,Semiurban,64.74869699739634,1
Not Graduate,Yes,4094.0290610461557,3227.0345970488725,110.45883968536398,180,1,Semiurban,65.68401105521629,1
Graduate,No,4655.677016959479,419.396059190831,239.6370622482317,180,1,Semiurban,21.09015555930892,0
Not Graduate,Yes,2540.7737562118486,3244.5651603552556,169.05720666868498,240,0,Urban,34.01995734199273,1
Graduate,No,4411.293340908691,4231.498911027748,143.86957786402778,360,1,Semiurban,59.65912498239226,1
Graduate,Yes,6494.855765869171,679.1216446226824,206.60818106807292,180,0,Urban,34.55536951185738,0
Not Graduate,Yes,4300.256931157703,2771.4017949037666,223.6726243754643,300,0,Rural,31.475391119496532,1
Graduate,Yes,5960.719692801235,2001.1099446872931,144.18602310744458,240,1,Urban,54.838816210265605,1
Not Graduate,Yes,4714.245341003283,455.56615175175597,163.89589945739047,360,1,Rural,31.35197121193988,1
Not Graduate,Yes,5486.085542332341,2492.88397185187,110.47988727988236,300,0,Urban,71.57317529530813,1
Not Graduate,Yes,3278.462915276499,2833.6032048373486,144.11228996927954,240,0,Urban,42.119562177729954,1
Graduate,No,5127.814174450851,1398.873447331153,142.03749784960522,240,0,Urban,45.629207165273534,0
Graduate,Yes,513.2960436489151,3165.916520255223,157.39308134486615,300,1,Semiurban,23.228366622235608,0
Not Graduate,No,4719.655762757023,333.23659321080237,163.3104191454804,180,0,Urban,30.752111656985033,0
Not Graduate,Yes,2554.29013442729,505.2438535503558,172.3931379531224,180,1,Semiurban,17.6450696036472,0
Graduate,Yes,6808.991774820224,2136.5973955887525,159.50570625199836,300,1,Urban,55.733776569688786,1
Not Graduate,No,6166.111029146767,2025.3852779722718,101.57029493483341,360,0,Urban,79.86226726093933,1
Not Graduate,Yes,5700.006472949121,1283.426511575895,112.4613157703566,180,1,Rural,61.54902168294383,0
Not Graduate,No,7281.50934073907,2809.594435971886,128.14369522145307,240,1,Urban,78.13857083310903,1
Graduate,No,3576.625218762744,2530.894314215949,138.71037632307085,240,1,Semiurban,43.71557570538258,0
Graduate,Yes,7621.044796873337,2858.1390709340158,192.03097161888456,360,1,Rural,54.287577687259365,1
Graduate,No,6398.287346390577,1876.8635646477323,103.48244052588348,240,0,Rural,79.20135545635826,0
Not Graduate,No,4645.167069171581,2602.580267978341,135.703398073172,180,0,Urban,53.01804811955358,0
Not Graduate,Yes,6703.430220774416,1554.3496969700054,188.120379928562,360,1,Urban,43.66414619547455,1
Not Graduate,No,3340.5597313825488,4053.8186900865962,138.00490102013552,180,1,Rural,53.19509144787661,0
Graduate,Yes,3763.22875770849,1187.4542298780143,168.41662599371296,360,1,Semiurban,29.22194299731966,1
Not Graduate,Yes,4087.1154151404494,4105.297429458312,144.41831828288386,300,1,Urban,56.33686966907408,1
Not Graduate,Yes,4206.533437903977,2034.8879470894085,160.27133029298892,240,1,Rural,38.701369757751195,1
Not Graduate,Yes,3415.163535859621,624.4891104312574,140.86109824761837,360,0,Semiurban,28.476112875142626,0
Not Graduate,No,6834.624600642987,3368.079350488601,176.68261890913416,300,0,Urban,57.42094535622075,1
Graduate,Yes,4611.7183994452525,2125.901388394959,88.19774370374259,180,0,Rural,75.5357647859148,0
Graduate,Yes,5528.757452535319,2851.124098380238,135.4675196644582,300,0,Rural,61.40568518809261,0
Not Graduate,No,4144.472950379479,3223.8559185425934,161.8629070677723,180,1,Urban,45.242523307384424,1
Graduate,Yes,2269.095049177224,2337.9555541450254,171.34780992024773,360,1,Semiurban,26.73112356608487,1
Graduate,Yes,5405.086037587133,1407.7591551871853,209.7181049101531,360,0,Semiurban,32.33156066812204,1
Not Graduate,No,2131.617536870335,2975.7133776692503,134.35901332537694,240,0,Rural,37.73173864870415,0
Not Graduate,No,4897.048930871797,2000.7555074545955,209.17927047443493,240,0,Semiurban,32.81867152148767,1
Graduate,No,2947.5274417507844,2685.857818608419,123.63904693361317,360,1,Rural,45.197595769163165,0
Not Graduate,No,7980.913998846212,-153.73057379146138,203.14585646178577,180,1,Urban,38.34113295618091,1
Graduate,No,6367.0440832620825,2446.9817170098518,182.6986850679349,180,1,Semiurban,47.98088672769954,1
Not Graduate,No,5158.6306869072205,1361.4141748549698,113.46165681471109,360,0,Urban,56.96269862943489,0
Graduate,No,6895.5600164820025,3653.3096371785305,162.28156949007288,180,0,Rural,64.60539108366348,0
Not Graduate,Yes,3730.5260338013964,2623.0873478890953,147.95056657871234,360,1,Urban,42.65585239202799,1
Graduate,No,5815.21906800514,2239.8577458492964,175.023383747,240,1,Semiurban,45.76140193641585,1
Graduate,No,5299.71565057807,2486.3099933502217,141.06913646266761,180,1,Urban,54.80448349155888,0
Graduate,No,5396.030122000505,1001.5591471232817,137.71015097353074,240,0,Semiurban,46.12199773572881,0
Not Graduate,Yes,6908.530250160152,3623.2566905280537,204.76378331051404,300,1,Semiurban,51.183870996359424,1
Graduate,Yes,6098.738154169703,3991.3704184169046,146.0511642217731,240,1,Semiurban,68.61631205700184,1
Graduate,No,5433.0854942375345,2392.9135105482164,183.05689296767065,300,0,Semiurban,42.51945623226606,0
Not Graduate,No,2517.6688456575557,3590.4035685736385,140.98594059823202,240,1,Semiurban,43.01885375760401,1
Not Graduate,No,3559.930557080804,1430.851801327466,216.66653036910094,240,1,Rural,22.928570368376405,0
Graduate,Yes,4815.936599606413,1202.8864337750192,122.86661482658026,180,1,Urban,48.591164308543505,0
Graduate,Yes,5140.058561414977,2040.9247487289229,125.43425875011262,240,1,Rural,56.79618310047239,0
Not Graduate,No,3304.6944129891144,2434.9410383678987,210.98068724463613,360,0,Urban,27.07621871577948,1
Not Graduate,Yes,8617.515013367632,1606.0133187568795,132.20214436418988,180,1,Urban,76.75198008954133,1
Not Graduate,No,7274.59108288036,2537.768190368484,214.04297224657572,180,0,Urban,45.629760278785824,1
Not Graduate,Yes,5903.177480588725,2306.389482073414,185.6736231837925,180,1,Rural,43.97818407681131,1
Not Graduate,Yes,5108.055291925617,1001.6932247089451,143.81401173756666,240,0,Semiurban,42.19031323920994,1
Graduate,No,4681.686545148272,2518.7930174517214,77.46826111931367,180,1,Semiurban,91.7629556191059,0
Not Graduate,No,3572.1223099666468,2863.528242521521,149.22726782912656,300,1,Rural,42.83943018792227,0
Graduate,No,5116.220777778294,2171.469317590391,154.06520214133698,300,0,Semiurban,46.99758549778427,0
Graduate,No,5386.628810214126,3152.6481032616925,196.6887093321749,240,1,Urban,43.19557218175436,1
Graduate,Yes,3137.3591367775634,782.596206503048,213.53788704960448,180,1,Semiurban,18.271622775767607,0
Not Graduate,Yes,5501.264625867346,2467.9504221318516,122.6005128342501,360,0,Semiurban,64.47558238440337,1
Graduate,Yes,4767.111426762877,829.7192936032252,182.0472705595273,360,1,Semiurban,30.575876402079444,1
Graduate,No,2138.2886631839137,885.9186417669125,180.61608624053397,300,1,Urban,16.651648912561296,0
Not Graduate,Yes,3709.4224838307473,1369.06916626221,192.9365080964178,240,1,Semiurban,26.186362227209568,1
Graduate,No,4379.591699867534,1057.939816425755,169.94759648542177,240,1,Semiurban,31.808177640900592,0
Graduate,Yes,7831.531486010285,1452.0041812588622,72.30009236152921,240,1,Semiurban,126.65107734763939,1
Not Graduate,No,5834.829686800637,1785.8496892888113,143.78310269888962,240,0,Rural,52.63514342511665,0
Graduate,No,2996.7776463501636,2837.1544863313843,103.7716970033234,240,0,Rural,55.682329288762915,0
Graduate,Yes,5729.054434126456,1678.8409612942976,141.89576908327706,180,1,Semiurban,51.841250744824826,1
Graduate,No,2679.044016592452,414.3742932304073,189.20016944535575,180,1,Rural,16.264014479290957,0
Not Graduate,No,6624.03658083061,3140.06784649516,162.20603343499891,180,0,Rural,59.82685947216885,0
Not Graduate,Yes,4293.3130222731825,1162.9098663849604,195.9236346558973,360,0,Urban,27.70730338281792,1
Not Graduate,No,4859.5457168912435,1941.2795728953713,163.67015682854156,180,0,Rural,41.29968308020617,0
Graduate,No,6988.694971313285,2446.5365069407117,98.0669624132439,240,0,Rural,95.24094863125264,0
Graduate,No,3069.254647123625,2199.6104184027827,49.16611973709061,240,0,Semiurban,105.02835565396225,0
Not Graduate,Yes,2904.322722330513,3094.1795475214753,155.9523504671836,360,0,Urban,38.218620186297784,1
Graduate,Yes,4124.601010480993,2479.003143392759,141.4429413459534,360,1,Urban,46.35964472142902,1
Graduate,No,6557.568276528975,1138.690420302892,110.92217042472471,300,1,Urban,68.76438035132749,0
Not Graduate,Yes,2720.980886784736,4178.562173991661,81.97491001394488,360,1,Rural,83.15216081122415,1
Not Graduate,No,751.7666028341454,2194.3334633382333,120.61027146109163,300,1,Semiurban,24.225750265798588,0
Graduate,No,4323.261712386502,1852.6597733784938,142.22034060540895,180,1,Urban,43.12181816953277,0
Graduate,No,5827.611199866381,2963.9254230555707,176.6351129482556,240,0,Urban,49.49211041109249,0
Graduate,No,6800.392624608244,2249.450945930072,157.5452432627192,300,0,Rural,57.080511431946086,0
Not Graduate,No,4305.257956871901,2399.228192939327,214.32268988690916,300,0,Urban,31.13692362533892,1
Not Graduate,Yes,4382.860089325996,4492.183998600687,108.57583775818424,300,0,Semiurban,80.99453556095494,1
Not Graduate,No,6730.851101383621,1724.8785717449534,185.24235568229733,360,0,Urban,45.40175430100784,1
Not Graduate,Yes,2195.387450456869,1682.239105982604,151.89194972514912,360,0,Semiurban,25.361875255107982,1
Graduate,Yes,4417.218837225486,2116.5785120124638,177.78676496474338,360,1,Semiurban,36.54519589594011,1
Not Graduate,No,5285.6358348875865,3071.515935581039,132.53940546937827,300,1,Semiurban,62.581915361192706,1
Not Graduate,No,5673.8280819275515,493.4659698096009,192.86721495562358,180,0,Rural,31.811949499294418,0
Not Graduate,Yes,4235.289960213676,34.444108523494776,161.8089903338097,240,1,Rural,26.22541949300755,0
Not Graduate,Yes,5051.661517558762,1412.8847293798524,122.82220060329001,360,0,Semiurban,52.208297182911224,1
Not Graduate,Yes,1267.5089698805157,366.0770409407128,149.5190388434725,180,1,Semiurban,10.853019148760474,0
Graduate,No,4012.6273814992273,1575.1686524743616,140.41776564251603,360,0,Urban,39.512687876138145,0
Graduate,Yes,5680.263068831701,2502.49969612929,169.56713402551173,360,0,Urban,47.97385388287696,1
Not Graduate,No,3526.5589486179806,1109.2511364477366,102.80893002501966,300,1,Urban,44.657141576822056,0
Graduate,No,5088.476332384396,573.1734232186576,148.82593191537222,300,0,Rural,37.7881831484351,0
Not Graduate,No,5670.3087512040465,2069.337161715348,165.81229010597326,360,1,Urban,46.397336239449245,1
Not Graduate,Yes,4486.176198713352,2862.54348461517,151.32093228772132,240,1,Semiurban,48.24497574271285,1
Graduate,No,5255.695656494856,305.02656148338735,203.87764977555983,360,0,Semiurban,27.141673208717126,0
Graduate,No,3555.9011520730814,2820.232398305984,180.9609109628421,240,0,Rural,35.04122680327273,0
Not Graduate,No,4690.08308045593,2817.306203738326,149.70076813037014,180,0,Rural,49.8165296523218,0
Not Graduate,No,5915.324254383834,2954.085102156628,158.66756389990692,360,1,Urban,55.54922452565604,1
Not Graduate,No,5235.459441452651,3218.4802148716863,161.82662205927997,240,1,Rural,51.91988600762428,1
Graduate,Yes,4120.203095654097,4202.013924659616,166.13198416667296,180,0,Semiurban,49.794281219173186,1
Not Graduate,No,5336.324606436189,1643.9079513809447,76.97368017341569,180,0,Semiurban,89.52036818440399,0
Not Graduate,No,6071.914685954927,2109.571580077858,137.9389481692261,300,0,Rural,58.88547721023355,0
Not Graduate,Yes,1925.088082133783,1583.5615667519744,90.62243727226297,180,0,Semiurban,38.294655254144146,0
Graduate,No,6738.611097433846,2001.9768447558108,201.13123789837945,300,0,Rural,43.2421432385624,0
Not Graduate,Yes,4495.617891978392,3532.8733556363118,147.5660191998829,180,0,Semiurban,54.039889409791975,1
Not Graduate,No,5638.234899860346,654.9855160693312,142.26636201281508,180,0,Urban,43.926713343686025,0
Graduate,Yes,6795.8703854678415,1138.9503278344246,185.87189328132942,240,1,Rural,42.4612849689314,1
Not Graduate,Yes,2942.4894541543013,3377.1809365045615,166.892991897995,240,1,Rural,37.641061245119985,1
Not Graduate,No,3935.83849635868,3020.03650690209,104.85461942483171,300,0,Rural,65.71158671256852,0
Graduate,No,4567.176956186443,1636.868353182922,147.16378549890524,360,0,Semiurban,41.872886066448444,0
Not Graduate,No,3824.3697183133577,2854.40200112072,136.5933210709446,240,1,Urban,48.53994123733979,1
Graduate,Yes,7602.404863755212,2341.215842492033,80.21868445575784,180,0,Rural,122.43021138398053,0
Graduate,Yes,3714.841859259811,3500.2746090009878,122.38895067051182,300,1,Semiurban,58.47457514674454,1
Not Graduate,Yes,4166.6798307697,2074.5095938267727,142.65838711934137,300,1,Rural,43.44465749439138,1
Not Graduate,No,5306.583547404465,3025.6321138725825,145.4019627403263,300,0,Semiurban,56.91327838313158,1
Not Graduate,Yes,3196.775710885867,4642.01191049262,90.71074305290766,180,1,Urban,85.47294853838784,1
Not Graduate,Yes,4406.478932365604,2598.0991550474664,196.06662332189902,240,1,Semiurban,35.54421326827843,1
Graduate,No,5476.179891875262,2049.3281657948437,145.91587764434243,360,0,Semiurban,51.22324542680159,0
Not Graduate,Yes,4500.709393426234,2722.4469852209795,151.5021230664225,300,0,Rural,47.364300466172246,1
Graduate,Yes,4859.919711650077,1634.719141796115,166.02566553359347,180,1,Semiurban,38.884077082991425,1
Not Graduate,No,4206.001831327443,4387.967705524732,118.47694984385315,240,0,Rural,71.9299375158456,0
Not Graduate,Yes,2728.2945362288497,2180.0710376959814,168.25423892530785,240,1,Semiurban,28.999956545200032,1
Not Graduate,No,5482.389817008858,1727.066679774487,135.31701415927267,360,1,Urban,52.8874296524704,1
Graduate,No,7632.399607470862,1164.3109949799637,114.13657837411233,300,1,Semiurban,76.40239728045196,1
Not Graduate,No,5027.602446175158,3097.2201916064387,172.93789973421596,180,1,Rural,46.71105406122903,0
Not Graduate,No,5337.896175871324,2867.1874128277386,209.6669543520723,240,1,Semiurban,38.94812840454562,1
Not Graduate,No,6039.08413267529,1502.6456285859067,178.99317493943326,180,1,Semiurban,41.900087399419164,1
Not Graduate,Yes,3096.004255179951,2576.4513451224225,186.9191026056172,240,0,Urban,30.185625206007206,1
Graduate,Yes,7553.771987194408,491.44403178714356,129.17477573750804,300,0,Rural,61.803187087522936,0
Not Graduate,No,5303.493194634203,2184.9705750731564,86.09521083326175,300,0,Urban,85.98020141478902,0
Graduate,No,7447.7853486336635,2452.7563520766944,209.60550088399364,360,0,Semiurban,47.00989128562128,1
Graduate,Yes,3900.450506714016,3707.3298095592227,232.1805955761904,240,1,Urban,32.62612953481131,1
Graduate,No,7727.092883836737,1229.1811972713106,211.71227095078729,180,1,Semiurban,42.105112418174286,1
Graduate,No,6162.733241052174,721.6473711976756,136.56856244081,240,1,Semiurban,50.04326926227721,0
Graduate,No,5829.560128778538,1104.5720390749582,103.81462645084623,180,1,Urban,66.15615017342374,0
Graduate,Yes,5351.036681529722,663.4314996850801,107.37269208721733,360,1,Urban,55.49800475911786,1
Not Graduate,Yes,4627.207072888326,3336.657357758983,82.65069729543805,240,0,Semiurban,95.20380209767389,1
Graduate,No,6800.797487710809,3548.6392950240365,145.70485526359818,300,0,Urban,70.5459731659123,1
Graduate,No,5210.53980477207,2320.216577948829,214.22711832329819,180,0,Urban,34.989811885176834,0
Graduate,Yes,2049.395444619271,3221.294945685148,144.33349472511028,300,1,Semiurban,36.266178008542475,1
Not Graduate,Yes,3324.220307439496,2133.9583805802354,162.092916013931,360,1,Rural,33.46668157894428,1
Not Graduate,No,4721.231371710879,1904.888352299234,205.02387857216834,360,0,Urban,32.161901668543926,1
Graduate,No,5464.998474748332,1666.9623809462382,133.836187526704,180,1,Urban,52.893522032296424,0
Not Graduate,Yes,4915.117266650156,1689.6090086224344,231.4212582687838,240,1,Rural,28.417048958725406,1
Graduate,Yes,6828.456184690495,452.19844369096876,229.68377629989814,300,0,Urban,31.56119058375532,1
Graduate,Yes,2073.3472039420626,2264.2547636073386,144.7555464527807,300,1,Semiurban,29.75942990241281,0
Not Graduate,No,5215.38190475774,1959.6660897859563,126.89862943923148,180,0,Urban,56.09949087025033,0
Graduate,Yes,2273.031161919268,2745.3607240778756,177.88952185561251,180,0,Semiurban,28.053023083418207,0
Not Graduate,No,6139.568443226252,2093.5234964386095,136.09900229924568,180,0,Rural,60.052165235269264,0
Not Graduate,Yes,4858.311928336996,1837.2962984309083,103.73779131730655,360,0,Rural,63.92733838050243,0
Graduate,Yes,5629.414958036177,1128.8069699923697,201.24954614091922,360,1,Rural,33.41526375203677,1
Graduate,Yes,3704.175559115351,2072.1532368217613,198.6578954910832,300,1,Urban,28.931131332069384,1
Not Graduate,Yes,6919.197397486627,2738.237230816162,156.22046415054243,240,1,Rural,61.42606613255867,1
Graduate,No,6562.586996088277,856.6610089161393,99.48540985087288,180,0,Urban,73.8340821420252,0
